chr	trait	index	pos	lm_coefficient	variance_explained	pos.left_refineqtl	pos.peak_refineqtl	pos.right_refineqtl	max.lod	int.size
chrVII	Neomycin	8718	108238	-0.101356925739069	0.0120701093581355	99361	108238	122120	19.8573368980665	22759
chrXIII	Neomycin	22345	777456	0.0474978278221589	0.00170192402657401	759805	777456	784149	5.53122744545578	24344
chrX	Neomycin	14685	508525	0.0770370116413827	0.00886988808241363	494265	507335	518647	13.8747993045188	24382
chrIV	Neomycin	5303	861257	0.0595599223227097	0.00748664520158126	859173	868576	884761	8.56775946691687	25588
chrXVI	Neomycin	27044	212704	0.0763683626872741	0.00565410840161284	199543	211190	225206	13.9377089698695	25663
chrIV	Neomycin	4265	248088	-0.0760599805333143	0.00748799733031008	237219	248088	263532	12.7429223752534	26313
chrIII	Neomycin	3379	234551	0.0592915898182737	0.00297216123707343	227669	250253	254361	8.39742612496798	26692
chrIX	Neomycin	12499	195274	-0.0772871127691571	0.00282792272913621	184053	195521	212523	8.27339761967494	28470
chrXII	Neomycin	19066	668207	0.0955269918658597	0.0110304953740801	638411	668207	675961	20.9324869660743	37550
chrV	Neomycin	7101	360409	-0.103122364114794	0.0152560627379756	349710	359292	389576	25.7496101391254	39866
chrVIII	Neomycin	11073	83933	0.0850286472461098	0.00386405486008161	79512	116330	121315	17.4086908598335	41803
chrXV	Neomycin	24242	76718	-0.0661432627516374	0.0127772244730983	33217	76718	76776	0.237994769002171	43559
chrXII	Neomycin	18504	378260	0.0608170745109567	0.00224804382920367	342319	378260	388891	7.78662315046893	46572
chrI	Neomycin	192	60384	0.02495398515344	0.0001697957783012	59265	83613	112136	1.52918352915037	52871
chrXV	Neomycin	26618	982135	0.0359682036030969	0.00104509451021105	952737	982135	1007685	3.15978805739189	54948
chrXII	Neomycin	18724	522946	0.0420544880302639	0.000507201968919051	511884	522914	567957	4.1534399592739	56073
chrIX	Neomycin	12668	256581	0.0687114907353934	0.000770795295183077	195521	224976	260769	0.597361911512166	65248
chrVII	Neomycin	10121	845614	0.0597706481108919	0.00496922958059171	801370	845614	868413	8.58934966441075	67043
chrXII	Neomycin	17805	85632	-0.0396290448229236	0.00241117385625364	33112	85385	103806	3.80006000138621	70694
chrIV	Neomycin	3854	107197	0.0294489955657915	0.00127170248125412	64209	107197	138846	2.10146695308811	74637
chrXV	Neomycin	24250	79026	-0.0824444070240713	0.000108820437556312	76718	76776	152141	0.365287435964547	75423
chrIV	Neomycin	5880	1368022	-0.0449385723456525	0.000978260615149793	1341095	1366750	1425361	4.93305515113957	84266
chrXI	Neomycin	16587	360860	0.0413777343505982	0.00246311395114453	332693	360860	417757	4.16880672048251	85064
chrXIV	Neomycin	23618	547408	-0.0781399755021973	0.00482544677521518	533282	537637	623405	12.527599644243	90123
chrXIV	Neomycin	23470	466588	0.0146156141407084	0.0000124256317915227	376435	402971	467219	0.00506510950640404	90784
chrIV	Neomycin	5032	638815	0.0402745985509006	0.00215999945299075	625250	638815	717377	3.93124597736494	92127
chrVII	Neomycin	9835	619361	-0.0334064077609933	0.000603633089644618	561434	610923	669370	2.39555158416749	107936
chrIV	Neomycin	4593	368735	-0.0404674442958284	0.00315220054825728	304677	369403	424905	3.67280516748428	120228
chrIII	Neomycin	3260	131280	0.0361840025532428	0.00319802598267517	77505	131280	211772	3.12402617083285	134267
chrXIII	Neomycin	21143	195968	0.0366633228782323	0.00105469947294038	55558	195968	209723	2.24474536179582	154165
chrII	Neomycin	1684	391835	0.0441385276981335	0.00172682750838705	328908	342642	489805	4.4200428434815	160897
chrXII	Neomycin	19870	839881	0.0419637932803521	0.00126914175728611	701540	718896	869190	4.11304069209552	167650
chrXIV	Neomycin	23158	298460	-0.0294828699688176	0.000727207552806427	187884	268643	369029	1.88748369859377	181145
chrVIII	Neomycin	11654	385006	0.0362516533266559	0.00162343820422431	277926	386144	466485	3.21536603310676	188559
chrVII	Neomycin	9115	226152	-0.038242003042442	0.00142891670074943	147698	165866	434513	2.95177551146708	286815
chrXII	Neomycin	20527	1048929	-0.0307268907868918	0.000554981124418697	719436	866286	1058899	2.27735114678455	339463
chrXV	Neomycin	24673	185473	0.0472912903480839	0.00769413811249353	152407	185473	559465	1.49661048082453	407058
chrXII	Raffinose	19425	749673	0.0618271786935941	0.00221209345232312	749546	749673	750337	4.96683942420771	791
chrXV	Raffinose	24533	153317	-0.328795489160613	0.109991099969516	151709	152141	154073	128.198709932721	2364
chrXIV	Raffinose	23276	376313	0.237365487742283	0.0775918900761412	374659	376313	377751	80.1502727249273	3092
chrX	Raffinose	14564	464565	0.086574515565095	0.00864392216447584	464142	466331	468087	12.7499512173027	3945
chrXV	Raffinose	24038	37742	0.0827560742625008	0.00615960861551189	33217	37742	39199	10.327158615112	5982
chrIX	Raffinose	11971	33799	0.138559992962011	0.0279557616675602	28874	33799	35312	20.8054067395466	6438
chrV	Raffinose	6735	196391	0.0899532424051391	0.00308096041909681	191306	195368	197751	6.34695913293956	6445
chrXII	Raffinose	19024	649258	0.188469547087267	0.042466144156341	647854	649258	657602	41.7553790920143	9748
chrXIII	Raffinose	20572	25025	0.215594510964951	0.0458281591689633	16498	25025	26333	76.5285464547667	9835
chrII	Raffinose	1082	191214	-0.092776965935448	0.0139884480342719	181647	191294	194057	14.6135061843154	12410
chrVIII	Raffinose	10947	48214	-0.0979954835408763	0.00864891177979835	38733	48214	51892	16.3345264722392	13159
chrXV	Raffinose	25753	560610	0.0830132950754521	0.00633103336040033	546237	550636	563572	11.5165122376156	17335
chrXV	Raffinose	25047	377037	-0.145290843289662	0.0196117888524807	372217	377037	389923	33.7462046944503	17706
chrIV	Raffinose	4641	397927	0.0810443546853177	0.00542658907250915	388221	397927	407064	11.1424738354078	18843
chrIV	Raffinose	5507	1053283	-0.0673658454369564	0.00484582999903801	1036857	1053283	1057776	5.12029924719252	20919
chrXII	Raffinose	18815	563207	-0.0655758123070195	0.005027882545962	553147	563207	574950	6.61640022681729	21803
chrV	Raffinose	7024	290926	-0.078414887596016	0.00472430132079997	268009	283424	294112	6.66258674428605	26103
chrIX	Raffinose	12144	72762	0.0735236869582583	0.00293669304169272	55837	62935	83571	5.88581556748295	27734
chrVII	Raffinose	9452	414290	0.0667869089504058	0.002589596028162	397449	416956	425446	7.55050705593044	27997
chrI	Raffinose	63	39795	0.0417017632645939	0.00337792346971171	33070	36048	62361	2.98771714961651	29291
chrXV	Raffinose	24765	230066	-0.077289183633216	0.00482790512933638	221075	231018	254857	8.36441662965831	33782
chrIV	Raffinose	6164	1474885	0.0542677245985143	0.00182102217461266	1440118	1474885	1476572	4.88597895528403	36454
chrXIV	Raffinose	23475	469870	0.0888211584930104	0.00795950195084175	434507	469870	473303	11.4874594235046	38796
chrV	Raffinose	6653	145503	0.0546336222278558	0.00617256160405244	132767	143848	173645	2.8377699978181	40878
chrIV	Raffinose	5437	974990	0.107252199098479	0.00448552936196725	962700	974990	1003824	12.9282221638571	41124
chrIV	Raffinose	5831	1333470	-0.0678061030384691	0.00552283583402453	1323775	1341095	1366750	7.62570033698285	42975
chrIV	Raffinose	5034	641150	-0.0746723266681696	0.00474840988476849	629725	641150	674432	9.49553967603526	44707
chrX	Raffinose	13581	91804	0.0618004946274427	0.00363882479793786	75669	91804	122668	6.54411329213315	46999
chrVII	Raffinose	9120	229803	-0.0450985496310849	0.000768761626977096	194553	229803	247666	3.45495067243451	53113
chrXI	Raffinose	16495	309751	-0.0512881022152793	0.00360608958878764	261093	275360	317644	3.86605922861531	56551
chrXIII	Raffinose	22084	609846	0.0581424905464799	0.00400040392779079	599192	635124	661867	5.77432947092734	62675
chrII	Raffinose	1899	451373	-0.0630892360107076	0.0046229789537781	416426	451373	480674	6.80281607297445	64248
chrXII	Raffinose	17998	130729	0.0495698766421649	0.00248468226946678	103614	130729	168352	4.21613422656037	64738
chrXIII	Raffinose	22378	819018	-0.0481326961491654	0.00532741960675628	776467	819018	861462	3.93728153714005	84995
chrV	Raffinose	7421	526712	0.0305330949482969	0.00100312525900048	462226	526712	565000	1.58152776966176	102774
chrVI	Raffinose	8044	115119	-0.040376033471327	0.0020781170913929	52838	72261	196316	2.79036442811923	143478
chrXI	Raffinose	16202	228147	-0.0906886414109292	0.0125473703167394	82548	148038	228480	12.088965696975	145932
chrV	Raffinose	7074	337672	-0.0378188033609325	0.000308733826698172	322554	451448	526092	1.9301180746935	203538
chrXII	Raffinose	20308	967268	-0.0397069907717195	0.00159118832113486	749793	750337	976122	2.68023978473548	226329
chrXIV	Raffinose	23857	688150	0.0293952780406971	0.000883497101251053	469870	473648	748072	1.4601134610806	278202
chrVII	Raffinose	10126	851062	-0.0393074105571526	0.00118011826056388	418292	851062	948145	2.64492376931787	529853
chrXV	Trehalose	25166	411421	-0.163321451435984	0.0234881888726715	410064	411283	412390	40.7921834001746	2326
chrXIV	Trehalose	23279	377031	0.00186520278914061	5.29997157525831E-06	374659	376435	381031	0.0000132356182689364	6372
chrI	Trehalose	433	173222	-0.0758375544540584	0.00451822042851922	170022	173339	177667	9.06724453578698	7645
chrXV	Trehalose	24644	174201	-0.185501494669772	0.0266449669091983	166482	174201	176466	48.3970453207339	9984
chrXIV	Trehalose	23479	473303	0.157113336425741	0.022920700204264	468488	473303	478701	33.07536964719	10213
chrV	Trehalose	6704	192065	0.0608206983638034	0.00237012025359942	187838	192065	198077	4.64381010244938	10239
chrXI	Trehalose	15969	174509	0.0937965551448805	0.00716074698262636	167261	174509	177965	13.7970746171936	10704
chrXV	Trehalose	24030	36648	0.0839198556203396	0.00610796965290892	33217	35486	45210	10.1259916391612	11993
chrIV	Trehalose	5872	1362063	-0.133421165560348	0.0187475529962541	1354715	1362063	1366750	25.6981531932909	12035
chrXII	Trehalose	18841	575797	-0.0990676645125434	0.0095655606763673	563582	569539	578337	14.8325167258533	14755
chrX	Trehalose	13665	108466	0.104328424853049	0.0104597866266074	100283	108466	118265	16.2364777488463	17982
chrX	Trehalose	14845	569834	0.0783840222996735	0.00473277750622114	554517	569834	572675	8.65550510261579	18158
chrII	Trehalose	1259	245305	-0.135052119155143	0.0150317318113218	227881	245305	247993	24.8998050017521	20112
chrII	Trehalose	2931	708952	-0.0708736315454829	0.005201309792293	700736	708952	721088	7.90742821824114	20352
chrX	Trehalose	15113	659425	-0.110535521564641	0.00826311171160941	647196	659425	669427	17.2195401634137	22231
chrXV	Trehalose	26047	652034	0.0599327358346832	0.00333965503917963	632634	652034	656264	5.62059952790406	23630
chrXIV	Trehalose	23931	713668	0.0695361398123752	0.00530490299450839	697058	713668	721219	7.60614317193148	24161
chrXIII	Trehalose	20572	25025	0.101297289608957	0.00921910608925412	9829	29994	36440	16.0109752442723	26611
chrXVI	Trehalose	27050	218021	0.0739933841871699	0.00535636220126208	199138	205023	226571	8.66449921642925	27433
chrXIII	Trehalose	22243	701153	0.0693750507464399	0.00278301932694184	670426	695300	702551	7.56637695984421	32125
chrX	Trehalose	14039	252564	0.0919994030193601	0.0133956623964917	233981	252564	268171	12.6486906002493	34190
chrVII	Trehalose	10748	1055697	0.0802259388312468	0.00323899281332397	1026093	1055697	1063846	9.6020099598075	37753
chrIV	Trehalose	4646	404459	0.0465604796256314	0.00135024455477853	386657	404459	424905	3.19899366337535	38248
chrXI	Trehalose	17549	627014	0.0537087030963111	0.00248483809686924	604356	627014	644029	4.54181145453555	39673
chrXIII	Trehalose	22510	872702	-0.0694372638896174	0.00649642137629786	858420	872374	902532	7.60279641782506	44112
chrIV	Trehalose	5448	993025	0.0717864683976781	0.00570845377286192	955222	993025	1004080	8.13401266575033	48858
chrV	Trehalose	7014	283533	-0.104064788812869	0.00786406126244973	231027	256376	285154	13.568625439343	54127
chrXVI	Trehalose	27831	572464	0.0706297312104557	0.00487297475528158	530370	564703	585153	7.82337970512754	54783
chrVI	Trehalose	8477	248124	-0.0454067569278038	0.00150905819240456	211683	248124	268516	3.24026946129766	56833
chrXII	Trehalose	19395	742202	0.0643380335460396	0.00242263998291174	724118	737369	780981	4.22846712964298	56863
chrII	Trehalose	1833	430301	-0.0694502365986231	0.00579907934174599	379969	393698	437154	7.47097141566496	57185
chrIX	Trehalose	12352	138636	-0.0653629950629623	0.00769623810447773	91352	135075	151326	6.60898319581185	59974
chrIV	Trehalose	6108	1465643	0.0471706007986142	0.00156092734235124	1434754	1465643	1497679	3.28341231098568	62925
chrIV	Trehalose	4264	246743	-0.0677457048225319	0.00459976453448767	242997	295157	311787	7.02633089762514	68790
chrXI	Trehalose	16695	392660	-0.0683478465537642	0.00781933185066647	352550	362247	422960	7.31789324530286	70410
chrVII	Trehalose	10448	945978	-0.0508079304685877	0.000772415309708179	906149	948447	979545	3.30375467357902	73396
chrIV	Trehalose	5081	706032	0.0490774944288069	0.00339870915813233	695620	703386	769848	3.63521988899311	74228
chrIV	Trehalose	4894	581181	-0.0624578384122473	0.000694904379692417	562709	581521	641150	5.71582908611805	78441
chrXV	Trehalose	26400	843892	-0.0471806925613735	0.00229749679784047	837685	843892	935795	3.532068135999	98110
chrII	Trehalose	723	107123	0.0541835389835573	0.00427847904985785	93811	114766	195719	4.10827082551924	101908
chrVII	Trehalose	8821	131950	0.04515690044101	0.00230138275329566	56448	75292	181036	3.22400594261154	124588
chrVII	Trehalose	10102	833973	-0.0579698317617498	0.00376361194120573	702818	823954	858511	4.6537958888627	155693
chrXII	Trehalose	19626	795036	0.0546735156940515	0.00796871807218879	778284	807870	940926	3.17525050182394	162642
chrXIV	Trehalose	23277	376435	0.260145847946814	0.114172857817411	201973	259198	377031	0.401620614012757	175058
chrIX	Trehalose	12818	296453	-0.0351427797497752	0.000760360656907861	190373	292353	371957	1.93120524065318	181584
chrXIII	Trehalose	21286	247590	-0.0523150575920587	0.00204043951736195	98766	247590	285831	4.31076743003149	187065
chrXIV	Trehalose	22982	201973	0.0643166374612048	0.00326318650858473	18355	36225	229890	6.43867242511607	211535
chrVII	Trehalose	9538	454664	-0.0514372414304942	0.00348485739306621	293925	428698	576468	4.19827165009389	282543
chrXII	Trehalose	18500	371097	0.0400933180743403	0.00154355482921923	101729	110988	397605	2.54533053003553	295876
chrXIV	Xylose	23471	467028	0.378881048526904	0.184378035366342	466588	469224	470330	76.5500327827351	3742
chrXIV	Xylose	23277	376435	0.191767289145118	0.0384941634086371	374659	376313	379436	46.8569363211011	4777
chrXII	Xylose	18820	568225	-0.094675173268318	0.0106237078882588	563582	568449	572946	12.6907116859345	9364
chrXII	Xylose	19104	676885	0.17731683849668	0.0369548785629394	647936	650767	659769	31.6231808688589	11833
chrXV	Xylose	24027	35915	0.0624027952652462	0.00337500797374448	33217	35915	46201	5.52476197243107	12984
chrXV	Xylose	24632	171745	-0.186592579010826	0.0289752460922725	152407	158074	167344	48.1721265572695	14937
chrXIII	Xylose	20568	13364	0.112676362514164	0.0115726905458381	9746	16498	28338	19.6833465338333	18592
chrXI	Xylose	15311	16738	0.0682035878390489	0.00541960519982236	4534	10206	24349	7.27509513588387	19815
chrXIV	Xylose	22984	202414	0.100017212100076	0.00987554123398936	196115	202414	216647	15.3372519749138	20532
chrIV	Xylose	5652	1152431	0.131249227973966	0.0201768035408307	1150593	1152431	1171430	25.6655596028166	20837
chrIX	Xylose	11965	33008	0.0560954881329047	0.00329381788733705	28874	33008	56028	4.32319890729565	27154
chrXV	Xylose	25155	410064	-0.125330300591279	0.0133230480036257	371124	384747	399654	23.4498142278027	28530
chrXII	Xylose	17994	129090	0.0558819109778669	0.00422580636664941	104679	129090	140997	4.8831120595799	36318
chrXV	Xylose	25824	583591	0.0493130640070816	0.00222190152508788	557194	583591	602954	3.67822059208316	45760
chrXII	Xylose	19432	753079	0.0749587882019797	0.00476192816561991	730719	753079	786233	6.14976491965621	55514
chrV	Xylose	7024	290926	-0.0602248222573445	0.00420416618881469	256376	290932	312465	5.69727675607521	56089
chrIX	Xylose	12340	136594	-0.0825842553325979	0.00576180399678596	95590	134985	165039	9.35025613581399	69449
chrXIII	Xylose	21440	338431	-0.0472864883801342	0.00201449145451915	329923	338431	399724	3.49168061684207	69801
chrIV	Xylose	5420	961561	0.0593292555846967	0.00482076285423565	926405	961561	1003824	5.28777808448791	77419
chrII	Xylose	2023	476954	-0.0715841797805516	0.0063553848365835	391457	476954	480674	7.8624896365763	89217
chrVI	Xylose	8173	165111	-0.0412060686868204	0.00129510660645575	108011	207357	210967	2.66009342447325	102956
chrIV	Xylose	5030	637663	-0.0470170593067917	0.00133067630521792	555957	637663	671424	3.46337043055348	115467
chrX	Xylose	15067	637667	0.0624467880747913	0.00294029641704611	497086	637667	641753	6.10284457345892	144667
chrXIII	Xylose	22211	685689	0.0381793583730605	0.00117470104003046	628415	695300	872926	2.27933473591639	244511
chrII	Xylose	2903	695368	-0.0326327361292874	0.000545472055766168	477171	707848	737571	1.64860700202092	260400
chrXIV	Xylose	23491	488598	-0.0401135506653531	0.000803032609036369	467219	493333	771372	0.981184787090797	304153
chrXVI	Xylose	27518	455475	-0.051327290527934	0.00260877681958075	434157	455475	850463	4.1243324751959	416306
chrVII	Xylose	10430	939707	-0.03268253367024	0.000269832661957115	37288	938528	1075820	1.67371080689747	1038532
chrV	YNB	6745	197751	0.118584324466531	0.0124827625260529	196794	197751	198669	25.2003342493579	1875
chrXIV	YNB	23277	376435	-0.344161051594075	0.0898985220284098	374659	376435	377031	165.237402067558	2372
chrXV	YNB	24624	170583	-0.304162851573246	0.0947659453424427	169152	172102	173022	144.113356711571	3870
chrXI	YNB	16213	230442	0.0955496203098368	0.00746493575500024	228782	230442	233252	16.8109548917636	4470
chrXIII	YNB	21433	331334	0.147987984430171	0.0186498222783257	329923	331334	334583	39.9149566554336	4660
chrXIV	YNB	23476	470330	0.298592746956428	0.0648390589543897	464233	467219	470844	33.1863824469091	6611
chrVII	YNB	8798	126093	0.141783757488749	0.0265066985315857	124850	127046	134740	36.7107148510934	9890
chrXII	YNB	18004	133678	-0.0950129723048886	0.00754490092199977	132260	133678	144822	16.7800319368615	12562
chrXIV	YNB	23483	481081	0.0767643034480068	0.00115175763101173	478701	487250	492375	2.37333094387839	13674
chrII	YNB	1708	396556	-0.100165945439297	0.0133580928363313	390461	396705	404406	5.96246830865425	13945
chrX	YNB	15133	663013	0.0950005991136753	0.00647840091802314	649610	662769	663968	16.6237680767939	14358
chrVIII	YNB	10948	48299	-0.0701734881650491	0.00378055969537431	38733	49107	53770	7.6819590753413	15037
chrI	YNB	78	41883	0.131846840544796	0.0234080730732659	41802	54679	57155	32.1377679890417	15353
chrVIII	YNB	11147	114934	0.144554460418288	0.0119052593842872	104429	117586	121315	31.0237898407726	16886
chrV	YNB	7071	335604	-0.0508475585872558	0.00399070072233606	322554	335604	341045	4.70145375888956	18491
chrX	YNB	14573	468680	-0.0632742737104088	0.00292895176213979	463005	468680	486501	4.53690406067335	23496
chrXIII	YNB	22323	757815	0.0860968669694486	0.00512944724371316	751466	757815	776467	13.8912098717225	25001
chrVIII	YNB	11884	474521	0.0524971822497271	0.00568639838080299	461959	474485	489755	5.15591578864189	27796
chrXII	YNB	19030	657321	0.129604611278873	0.0143099063091649	645539	657041	675394	31.182631442657	29855
chrXVI	YNB	27694	502052	-0.0899085546101909	0.00904987307772658	494922	502052	526392	14.9326753200282	31470
chrII	YNB	2284	542895	0.104874414841872	0.0094997388694429	515316	542895	546933	18.7012425450506	31617
chrX	YNB	14492	424346	0.0795472162722778	0.00160814447370105	414104	424346	446085	7.20477281508977	31981
chrXV	YNB	25828	585314	0.0789955091742956	0.00486813938825719	578704	585314	611065	11.3879369198308	32361
chrIV	YNB	5563	1064285	0.0434755955361034	0.000987702345532455	1047131	1062037	1080523	3.56200504357446	33392
chrXIV	YNB	23113	264537	0.0742996963224933	0.00497267629518924	260618	283562	299018	9.65135077567686	38400
chrVII	YNB	9272	331193	0.05636702633604	0.00331771698126253	306050	331193	345530	5.81421243219938	39480
chrIX	YNB	12288	122940	0.0407119437829527	0.00152447125444842	101388	122940	142906	2.4959717838135	41518
chrXV	YNB	26234	766681	-0.0774756488733029	0.00688410533330701	726893	766799	768716	10.9260442173571	41823
chrIII	YNB	3304	177081	0.0807424702806313	0.00361208306911278	140656	159689	187956	12.2819447702832	47300
chrXV	YNB	26635	992802	-0.0565253968985295	0.00280425774956842	959231	981009	1007685	5.96940589601263	48454
chrX	YNB	13606	96002	0.0510263507428628	0.000624367344459903	95565	127843	144131	4.42231386421156	48566
chrVIII	YNB	11478	220155	-0.0519831478419312	0.00277922893465448	190671	220155	241021	4.94295611371331	50350
chrVII	YNB	9691	512350	0.0724335316808266	0.00495744542277251	468710	504753	519381	9.58128659828822	50671
chrXI	YNB	16692	392106	-0.0751674756391933	0.00648754034011664	344249	354797	395161	10.4412046239878	50912
chrXVI	YNB	27036	208747	-0.0447287922035971	0.0019163689261221	171059	209279	227828	3.64825045344401	56769
chrX	YNB	13968	204436	-0.0472071180195655	0.00255620617369509	190560	204588	248169	3.77373747088484	57609
chrXII	YNB	20325	986346	0.0441575207356206	0.00156203125195128	939253	986346	1010871	3.66062303823378	71618
chrIX	YNB	12438	180009	0.0458040519040278	0.00327328352769218	177853	192670	251980	3.14899900655075	74127
chrXVI	YNB	26726	51430	0.0632925429184188	0.00296690111602042	45292	51430	120319	7.2228293921645	75027
chrXII	YNB	18494	369646	0.0655301042300179	0.00480394610546721	259766	362425	372955	8.04628460377148	113189
chrI	YNB	500	182519	-0.0432516781017137	0.0025447209583107	91472	183591	207132	3.51177454493279	115660
chrII	YNB	1279	249967	0.0450399986281924	0.00061986896282173	190308	246579	308097	3.67576403098008	117789
chrXIII	YNB	20881	106723	-0.0440811293060015	0.000304195425639931	94898	194614	213972	3.62952593451462	119074
chrXV	YNB	24047	38791	-0.03740367446552	0.00105346045895999	33217	153722	160688	2.35614051669984	127471
chrII	YNB	1608	372730	-0.0527452935504859	0.000827108043406508	249967	372730	391319	1.69120152297978	141352
chrIV	YNB	4646	404459	-0.0563420316147491	0.00361542582759989	341953	404459	547792	5.94928176606822	205839
chrIV	YNB	3590	34063	-0.0353864842871953	0.00221162569991594	19638	34063	390389	2.39461019359419	370751
chrXV	YPD	24634	172102	-0.303813741431675	0.102288125874385	170199	172102	172515	148.30570005203	2316
chrXIV	YPD	23277	376435	-0.235036072685774	8.00636636292551E-06	374659	376435	377031	0.238803076961631	2372
chrXIV	YPD	23480	473648	0.319008558932783	0.135225530242008	466103	467028	469224	72.9157026948347	3121
chrXIII	YPD	21433	331334	0.127433477639636	0.0194048867975549	329923	331334	333449	31.2670487837613	3526
chrXV	YPD	24016	34108	-0.122991092034339	0.0130780982270619	33217	34951	37742	31.6168554504694	4525
chrXIV	YPD	23491	488598	0.0840222906871615	0.00171881641915562	485549	487250	492375	5.62021110498017	6826
chrIX	YPD	11973	34009	-0.0881232434219824	0.0140993426131015	28874	34009	37634	11.2904819022476	8760
chrXVI	YPD	27687	500351	-0.0967608608501213	0.00924031231844488	494210	498788	503314	21.6041853703985	9104
chrVII	YPD	8816	130923	0.142314916426913	0.0267462553998527	125333	130923	134716	46.035829429748	9383
chrIV	YPD	4830	545374	-0.0785944183044934	0.00514186922485843	541135	546036	551843	14.1892994924318	10708
chrXV	YPD	25772	566834	0.276143759187566	0.0637058421769357	557194	558953	568141	148.683717775303	10947
chrXII	YPD	19031	657332	0.177136249589017	0.027749221179928	647936	649258	659350	69.3556657440968	11414
chrXIII	YPD	21600	409603	0.0710657943206642	0.00151340002489848	406726	409603	420098	9.8186453782605	13372
chrV	YPD	6750	198865	0.125850469337631	0.0152019349119107	196794	197751	210179	36.2119499397992	13385
chrXI	YPD	16575	355074	-0.0872241689651951	0.00979127459917593	344249	355074	358366	17.2864820374465	14117
chrXII	YPD	20309	967302	0.0855635124497701	0.00305807441955314	957115	958623	971373	13.60576886134	14258
chrXII	YPD	18018	141900	-0.0760218803911034	0.00482676661476308	133123	141390	148231	13.3441018620007	15108
chrXV	YPD	25330	445941	-0.0918458131591435	0.00710205411629028	441487	446521	457470	17.4575969818416	15983
chrI	YPD	125	51095	0.118943454089531	0.0182540966751863	39105	51095	57320	32.3080362059909	18215
chrXII	YPD	19985	869370	-0.0556484820043513	0.00241157396259525	853997	869308	877647	5.68976454348535	23650
chrXI	YPD	15964	173315	0.0600562983756836	0.00360603098779802	155453	173945	180524	8.23232679125897	25071
chrIX	YPD	12116	62815	-0.0700826939984533	0.00102327223065337	55678	61323	88448	4.38328891496201	32770
chrII	YPD	2299	546015	0.115256372600514	0.00837933919504715	513591	524916	547137	29.0073689116034	33546
chrIV	YPD	5761	1270033	-0.0474989210583813	0.00468196383145146	1241303	1252116	1278407	5.26402472386326	37104
chrVIII	YPD	11147	114934	0.0481549558264105	0.00338174745968349	84194	114934	121315	5.3715109140478	37121
chrIX	YPD	12287	122617	0.0757743145818013	0.0015649592841087	103838	114270	141013	6.90646269447166	37175
chrIV	YPD	3730	81585	-0.0424673122514078	0.00271018280296521	45363	81585	89546	4.10573730986425	44183
chrII	YPD	1597	370707	-0.0615911739619401	0.00323916372322207	368496	370707	417692	8.13649193852189	49196
chrX	YPD	14494	424406	0.0509238442755208	0.00197529953549558	410189	423286	460723	5.94793569679928	50534
chrII	YPD	1259	245305	0.0600324799284026	0.00175444300453127	218039	253219	269396	8.09236046936132	51357
chrX	YPD	15148	675286	0.0416449965057319	0.00124271563851031	649610	677358	701912	4.03589591795412	52302
chrXV	YPD	24776	235233	0.0373177512896049	0.00113981090207951	216247	236967	269477	2.63432570506245	53230
chrXV	YPD	26639	995180	-0.0597927678731736	0.00335006395246274	950909	961510	1004868	8.32470233527658	53959
chrIII	YPD	3285	158956	0.0461767885359292	0.00236896495572578	119474	140656	190765	4.9338143608154	71291
chrXIII	YPD	22320	755942	0.0375241595162117	0.00032103637742831	712889	716541	789347	3.27965597307002	76458
chrIV	YPD	3985	161220	-0.0446731912185281	0.00814960237244388	116782	161220	193723	4.53417336400139	76941
chrXIV	YPD	23276	376313	-0.170392706387257	0.0591729011853089	263592	296367	376435	0.125572795931475	112843
chrVI	YPD	7980	98835	-0.0343941537049318	0.00449905718431541	74817	95448	194306	2.75213207697743	119489
chrIII	YPD	3565	299098	0.0290269719399028	0.000997774143343803	175359	285299	302979	1.94786941533391	127620
chrX	YPD	14025	240082	-0.0363736996062634	0.000876963906287686	148061	241271	290883	3.05739298035496	142822
chrV	YPD	7235	450386	0.0365466261821523	0.000786575656678244	225827	450386	468076	3.10846035877819	242249
chrXIV	YPD	23107	263592	0.0586449011168382	0.0026653001908526	18355	263592	296367	7.47233082151524	278012
chrIV	YPD	5101	720993	0.0351406073593787	0.0028420978421348	714933	1053283	1080523	2.85662866835446	365590
chrVII	YPD	10100	833804	-0.0305467248167426	0.00108219533029569	334770	852034	910292	2.17054822984187	575522
chrXIII	Zeocin	20571	24565	0.392827924805995	0.00240301669427247	23620	24565	25294	9.95859793868772	1674
chrXIII	Zeocin	22233	698988	-0.235405057238155	0.0493718440320505	699680	700452	701442	79.0199448409835	1762
chrVIII	Zeocin	11147	114934	0.275609845636881	0.0717332406418406	114567	114934	116378	157.986055137082	1811
chrXIII	Zeocin	20655	49898	-0.167033476214913	0.0028358677198083	47907	49898	50514	6.98795033281897	2607
chrXVI	Zeocin	27036	208747	0.121799223903987	0.0126138877467691	207364	208747	210433	35.0841018055578	3069
chrX	Zeocin	13671	109213	-0.255365905550541	0.0702926881151268	107980	109213	111903	153.631471921509	3923
chrXII	Zeocin	18825	570032	0.134474509998115	0.015564013275023	568917	570428	572946	38.1451391674804	4029
chrV	Zeocin	6752	199099	-0.0965424745191395	0.0101731310266856	196352	198669	200737	23.4947360204845	4385
chrII	Zeocin	1984	466724	-0.174082176011541	0.0323408931703324	463791	466724	469086	73.2586239232586	5295
